,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
6875,01-08-7496-46,01-608,6,111,colegio mixto san marcos la comunidad,4a. avenida 24-86 san jose la comunidad zona 10,['24350705'],edgar alberto simon chali,sandra judith ixtecoc liquez,0,3,0,ABIERTA,1,5,1,GUATEMALA OCCIDENTE
6876,01-08-7517-46,01-602,6,111,colegio cientifico integrado en computacion,km. 20.8 carretera a san lucas san andresito zona 1 mixco,['79322424'],idalia del rosario lopez sandoval de paiz,luis felipe valenzuela espinoza,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6877,01-08-7548-46,01-621,6,111,liceo mixto empresarial,4a. av 6-19 zona 1 villa de mixco,['24386624'],marta luz beteta ortiz de jordan,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,GUATEMALA OCCIDENTE
6878,01-08-7561-46,01-615,6,111,centrode enseaanza superior bilingue en computacion cesbic.,seccion r lote 203 col. el milagro.z.6,['52935043'],liliana marina flores jimenez,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6879,01-08-7563-46,,6,111,centro de enseaanza superior bill. en computacion cesbic.,seccion r lote 203 col el milagro z. 6,['52935043'],,,0,3,2,CERRADA TEMPORALMENTE,1,2,3,GUATEMALA OCCIDENTE
6880,01-08-7571-46,01-609,6,111,colegio piramide,"3a. calle 3-60, zona 8 ciudad san cristobal",['23041400'],silvia hortensia gonzalez martinez,ana lucrecia marroquin godoy,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6881,01-08-7583-46,01-410,6,111,centro educativo juvenil superacion,6ta. calle 5-66 zona 1,['55988737'],cedwin eugenio cruz bucaro,,0,3,2,CERRADA TEMPORALMENTE,1,5,3,GUATEMALA OCCIDENTE
6882,01-08-7590-46,01-621,6,111,academia e instituto lourdes,5 avenida a 6-51 zona 1 de mixco,"['55987951', '53088873']",marta luz beteta ortiz de jordan,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6883,01-08-7591-46,01-604,6,111,colegio integral cristiano,"lote 8 manzana 33, planes de minerva, zona 11 de mixco",['24833823'],emora emperatriz cruz de fuentes,juan antonio ortiz corado,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6884,01-08-7676-46,01-603,6,111,colegio mixto justo rufino barrios,6a. ave. b 14-40 colonia 1o. de julio zona 5,['24359865'],rosa albelia ardon de motta,rufino artagaan bautista garcaa,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6885,01-08-7680-46,01-409,6,111,colegio browns (por madurez),9a. ave. 7-52 zona 3 nueva monserrat,"['24374353', '55980275']",idalia del rosario lopez sandoval de paiz,,0,3,2,CERRADA TEMPORALMENTE,1,5,3,GUATEMALA OCCIDENTE
6886,01-08-7682-46,01-615,6,111,colegio tecnico cientifico,"km.18.5 casa no.41-97 zona 6 de mixco, carretera a san pedro sacatepequez",['24384480'],liliana marina flores jimenez,lidia consuelo lemus velasquez,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6887,01-08-7683-46,01-615,6,111,colegio tecnico cientifico,"km.18.5 casa 41-97 zona 6 de mixco, carretera a san pedro sacatepequez",['24384480'],liliana marina flores jimenez,lidia consuelo lemus velasquez de tejeda,0,3,2,CERRADA TEMPORALMENTE,1,0,1,GUATEMALA OCCIDENTE
6888,01-08-7688-46,01-602,6,111,centro educativo eficiencia,11av. a 18-58 zona 1 lo de coy,['24844095'],idalia del rosario lopez sandoval de paiz,thelma gamez torres,0,3,0,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6889,01-08-7692-46,01-406,6,111,centro educativo eficiencia (por madurez),aldea lo de coy,,miguel alvaro rodriguez portillo,,0,3,0,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6890,01-08-7693-46,01-406,6,111,centro educativo eficiencia,aldea lo de coy,,miguel alvaro rodriguez portillo,,0,3,0,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6891,01-08-7711-46,01-604,6,111,colegio tierra cultivada (chicoj),15 av. b 3-70 zona 4 de mixco colonia valle del sol,['24310038'],emora emperatriz cruz de fuentes,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6892,01-08-7766-46,01-603,6,111,centro educativo de formacion integral edmundo madrid cefim,39 ave. 0-95 colonia cotio zona 3,['24395744'],rosa albelia ardon de motta,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6893,01-08-7772-46,,6,111,"colegio ciencia, trabajo y virtud",8a. calle 32-71 zona 4 colonia bosques de san nicolas,,,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6894,01-08-7776-46,01-604,6,111,liceo comercial tecnologico el rodeo,2a. ave. 4-95 montserrat i zona 4,['24378339'],emora emperatriz cruz de fuentes,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6895,01-08-7781-46,01-412,6,111,liceo comercial tecnologico el rodeo,2a. ave. 4-95 montserrat i zona 4,['24378339'],juan alberto castaaeda juarez,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6896,01-08-7785-46,01-607,6,111,colegio experimental cristiano verbo no. 4,7a. av. 21-24 colonia primero de julio zona 5,['24358259'],olga marina ajquejay saloj de tubac,sandra aracely garcia ayala,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6897,01-08-7798-46,01-609,6,111,colegio de informatica imb-pc,4a. calle 18-50 sector b-6 san cristobal,['23279500'],silvia hortensia gonzalez martinez,jessica lorena paz ardan,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6898,01-08-7824-46,01-616,6,111,colegio catalico mixto maraa auxilio de los cristianos,"5a. avenida 10-97, colonia san francisco ii, zona 6",['22929284'],rene sazo navichoque,edilzar miraman osorio monjaraz,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6899,01-08-7850-46,01-604,6,111,liceo tecnologico andre ampere,calzada san juan 10-52 zona 4 col. monte real,['24375903'],emora emperatriz cruz de fuentes,,0,3,2,CERRADA TEMPORALMENTE,1,0,1,GUATEMALA OCCIDENTE
6900,01-08-7851-46,01-401,6,111,liceo tecnologico andre ampere,calzada san juan 10-52 zona 4 col.monte real,['24375903'],ixmucane aldana villavicencio,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6901,01-08-7855-46,01-406,6,111,instituto mixto nocturno el angel,1a. calle 1-63 zona 5,['66313297'],miguel alvaro rodriguez portillo,,0,3,2,CERRADA TEMPORALMENTE,1,5,3,GUATEMALA OCCIDENTE
6902,01-08-7863-46,01-608,6,111,liceo hispano guatemalteco,9a. calle 7-34 zona 3 colonia nueva montserrat,['24333690'],edgar alberto simon chali,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,GUATEMALA OCCIDENTE
6903,01-08-7878-46,01-410,6,111,colegio mixto forjador de juventudes,2av. 12-44 san francisco ii zona 6 de mixco,['55941274'],cedwin eugenio cruz bucaro,,0,3,2,CERRADA TEMPORALMENTE,1,0,7,GUATEMALA OCCIDENTE
6904,01-08-7879-46,,6,111,colegio browns,9a. av. 7-52 zona 3 de mixco colonia nueva montserrat,['55974353'],,,0,3,2,CERRADA TEMPORALMENTE,1,2,3,GUATEMALA OCCIDENTE
6905,01-08-7883-46,01-615,6,111,liceo mixto brigada juvenil,"boulevard sacoj grande, 83-55, zona 6",['24375797'],liliana marina flores jimenez,jorge granados guzman,0,3,2,CERRADA TEMPORALMENTE,1,5,1,GUATEMALA OCCIDENTE
6906,01-08-7961-46,01-606,6,111,liceo valle prometido,19 av. 26-15 zona 11 residenciales minerva sur mixco,['56198115'],ronald mauricio morales vivar,noel adrian urizar jeraz,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6907,01-08-7969-46,01-603,6,111,instituto catolico tecnologico riemann,"1a.calle 10-07, nueva monserrat zona 3",['24328262'],rosa albelia ardon de motta,,0,3,2,TEMPORAL TITULOS,1,2,1,GUATEMALA OCCIDENTE
6908,01-08-7973-46,01-608,6,111,escuela para adultos spencer w. kimball,"12 avenida 12-01 zona 3, colonia nueva monserrat",,edgar alberto simon chali,,0,3,2,CERRADA TEMPORALMENTE,1,5,7,GUATEMALA OCCIDENTE
6909,01-08-8067-46,01-615,6,111,centro educativo cientifico de informatica,33 calle a 12-44 lo de bran i zona 6,['24348229'],liliana marina flores jimenez,mario gonzalez,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6910,01-08-8081-46,01-604,6,111,colegio juan gerardi,8a. calle 32-71 zona 4 colonia bosques de san nicolas,['25092233'],emora emperatriz cruz de fuentes,luis alberto quiaanez flores,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6911,01-08-8099-46,01-409,6,111,colegio evangelico mixto integral,"7a. calle c 0-39 monserrat i, zona 4",['24329289'],idalia del rosario lopez sandoval de paiz,,0,3,2,CERRADA TEMPORALMENTE,1,2,3,GUATEMALA OCCIDENTE
6912,01-08-8229-46,01-406,6,111,colegio indoamericano,4av. b 0-29 zona 2 de mixco,['24332690'],miguel alvaro rodriguez portillo,,0,3,2,CERRADA TEMPORALMENTE,1,2,3,GUATEMALA OCCIDENTE
6913,01-08-8248-46,01-412,6,111,liceo comercial tecnologico el rodeo,2a. av. 4-95 montserrat i zona 4,['24378339'],juan alberto castaaeda juarez,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6914,01-08-8255-46,01-621,6,111,colegio san luis de francia,8a. avenida 6-12 zona 1 de mixco,['24386092'],marta luz beteta ortiz de jordan,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6915,01-08-8333-46,01-619,6,111,liceo mixto bilingue milenio americano,3era. calle 5-37 zona 3 colonia monserrat,['24370118'],juan waldemar cabrera mendez,,0,3,2,CERRADA TEMPORALMENTE,1,0,1,GUATEMALA OCCIDENTE
6916,01-08-8366-46,01-409,6,111,colegio centro rossel educativo,10av. 9-55 zona 3 mixco nueva monserrat,['24325593'],idalia del rosario lopez sandoval de paiz,irma floridalma cuellar oliva,0,3,2,ABIERTA,1,2,3,GUATEMALA OCCIDENTE
6917,01-08-8370-46,01-604,6,111,colegio mixto san juan bosco,8 ca. a 22-15 sector 3 z. 4 mixco colonia jardines de tulam zu.,['24375007'],emora emperatriz cruz de fuentes,everilda hernandez marroquin,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6918,01-08-8372-46,01-609,6,111,colegio mixto espaaol americano,lote 12 manzana a sector b-3 boulevard san cristobal zona 8,['24784211'],silvia hortensia gonzalez martinez,norma violeta velasquez fuentes,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6919,01-08-8378-46,01-604,6,111,colegio bilingue los andes,6a. calle a 28-75 zona 4 colonia el naranjo,['22178787'],emora emperatriz cruz de fuentes,emma marisol herrera alvarado,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6920,01-08-8404-46,01-408,6,111,colegio real espaaol,4a. calle 0-05 zona 1,['44314143'],manuel maria cano castro,,0,3,0,TEMPORAL TITULOS,1,2,3,GUATEMALA OCCIDENTE
6921,01-08-8405-46,01-408,6,111,colegio real espaaol,4a. calle 0-05 zona 1,,manuel maria cano castro,,0,3,0,CERRADA TEMPORALMENTE,1,5,3,GUATEMALA OCCIDENTE
6922,01-08-8406-46,01-408,6,111,colegio real espaaol,4a. calle 0-05 zona 1,,manuel maria cano castro,,0,3,0,CERRADA TEMPORALMENTE,1,2,3,GUATEMALA OCCIDENTE
6923,01-08-8407-46,01-408,6,111,colegio real espaaol,4a. calle 0-05 zona 1,,manuel maria cano castro,,0,3,0,CERRADA TEMPORALMENTE,1,5,3,GUATEMALA OCCIDENTE
6924,01-08-8414-46,01-603,6,111,centro educativo dr. mariano galvez,4a. calle 0-05 zona 1,['24431414'],rosa albelia ardon de motta,lucy yuriria martinez ruano,0,3,0,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6925,01-08-8415-46,01-603,6,111,centro educativo dr. mariano galvez,4a. calle 0-05 zona 1,['24431414'],rosa albelia ardon de motta,lucy yuriria martinez ruano,0,3,0,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6926,01-08-8431-46,01-621,6,111,centro educativo lincoln,1a. calle 5-44 zona 1,['24344718'],marta luz beteta ortiz de jordan,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6927,01-08-8440-46,01-609,6,111,colegio centro de aprendizaje integral en computacion,"5a. avenida 32-28, villas club el dorado, ciudad san cristobal, zona 8",['55515824'],silvia hortensia gonzalez martinez,eswin noe rosales lapez,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6928,01-08-8442-46,01-408,6,111,colegio centro de aprendizaje integral en computacion (por madurez),"5a. avenida 32-28, villas club el dorado, ciudad san cristobal, zona 8",['24334819'],manuel maria cano castro,,0,3,2,CERRADA TEMPORALMENTE,1,2,3,GUATEMALA OCCIDENTE
6929,01-08-8450-46,01-406,6,111,colegio mixto sevilla,manzana b lotes 8 y 9 valles de sevilla ciudad san cristobal,['24779548'],miguel alvaro rodriguez portillo,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6930,01-08-8511-46,01-621,6,111,colegio pracbil,9a. avenida 5-15 zona 1,['24344227'],marta luz beteta ortiz de jordan,lidia dubilia patzan ramarez,0,3,2,ABIERTA,1,5,1,GUATEMALA OCCIDENTE
6931,01-08-8516-46,01-410,6,111,colegio de informatica imb-pc,4ta. calle 18-50 sector b6 san cristobal zona 8,['23279500'],cedwin eugenio cruz bucaro,jessica lorena paz ardan,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6932,01-08-8520-46,01-603,6,111,centro de desarrollo educativo san jose,7a. calle 4-09 jardines de san juan ii zona 7,['24329922'],rosa albelia ardon de motta,karol alejandra chavez jimanez,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6933,01-08-8556-46,01-619,6,111,"colegio jesus rey de gloria, s.a.",36 av. 4-18 bosques de san nicolas zona 4,['23152506'],juan waldemar cabrera mendez,sheyla karina bolaaos figueroa,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6934,01-08-8559-46,01-406,6,111,colegio jesus rey de gloria,36 av. 4-10 bosques de san nicolas zona 4,,miguel alvaro rodriguez portillo,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6935,01-08-8560-46,01-601,6,111,centro educativo vocacional san jose,"0 av. 13-25, visitacion de sta. maria calz. roosevelt, el rosario zona 3",['24321902'],claudio daniel yac orozco,dorys titiana taracena rodraguez,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6936,01-08-8561-46,01-406,6,111,colegio jesus rey de gloria,36 av. 4-18 bosques de san nicolas zona 4,,miguel alvaro rodriguez portillo,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6937,01-08-8572-46,01-401,6,111,centro educativo cientifico de informatica,"33 calle a 12-44, lo de bran zona 6 de mixco",['24348229'],ixmucane aldana villavicencio,mario inas gonzalez arreaga,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6938,01-08-8573-46,01-412,6,111,centro educativo cientifico de informatica (por madurez),"33 calle a 12-44, lo de bran zona 6 de mixco",['24348229'],juan alberto castaaeda juarez,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6939,01-08-8620-46,01-616,6,111,liceo tecnico la iluminacion,13 av. 18-59 san jose las rosas zona 6,['24317352'],rene sazo navichoque,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,GUATEMALA OCCIDENTE
6940,01-08-8626-46,01-604,6,111,colegio ecologico tulam tzu,17av. a 2-62 colonia villas del rosario zona 4 de mixco,['24377078'],emora emperatriz cruz de fuentes,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6941,01-08-8630-46,01-601,6,111,centro de desarrollo educativo san jose,7a. calle 4-09 jardines de san juan dos zona 7,['24329922'],claudio daniel yac orozco,karol alejandra chavez jimanez,0,3,2,ABIERTA,1,5,1,GUATEMALA OCCIDENTE
6942,01-08-8667-46,01-602,6,111,colegio de informatica imb-pc,4ta. calle 18-50 sector b6 san cristobal zona 8,['23279500'],idalia del rosario lopez sandoval de paiz,jessica lorena paz ardan,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6943,01-08-8700-46,01-609,6,111,colegio experimental cristiano verbo no.3,9a. calle 7-35 sector 0-6 zona 8 mixco ciudad san cristobal,['24433241'],silvia hortensia gonzalez martinez,martha lisset giran krische,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6944,01-08-8707-46,01-621,6,111,colegio san luis de francia,8a. avenida 6-12 zona 1,['24386092'],marta luz beteta ortiz de jordan,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6945,01-08-8715-46,01-410,6,111,centro educativo camas olympia,"48 avenida 1-56 colonia el rosario, zona 3",['23841000'],cedwin eugenio cruz bucaro,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6946,01-08-8739-46,01-604,6,111,colegio madrid,5a. avenida 7-55 colonia monserrat ii zona 4,['24326955'],emora emperatriz cruz de fuentes,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,GUATEMALA OCCIDENTE
6947,01-08-8740-46,01-601,6,111,centro educativo adveniat (venga a nosotros),16 calle 9-18 zona 7 aldea san ignacio,['24361224'],claudio daniel yac orozco,mario gonzalez arreaga,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6948,01-08-8741-46,01-401,6,111,centro educativo adveniat (venga a nosotros),16 calle 9-18 colonia san ignacio zona 7 de mixco,['24345193'],ixmucane aldana villavicencio,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6949,01-08-8742-46,01-401,6,111,centro educativo adveniat (venga a nosotros),16 calle 9-18 colonia san ignacio zona 7 de mixco,"['24345193', '24361224']",ixmucane aldana villavicencio,,0,3,2,CERRADA TEMPORALMENTE,1,5,3,GUATEMALA OCCIDENTE
6950,01-08-8777-46,01-412,6,111,centro de servicios educativos integrales,lote 12 manzana d sector 1 villaflor zona 6,['24351948'],juan alberto castaaeda juarez,jorge granados guzman,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6951,01-08-8815-46,01-409,6,111,colegio mixto el pilar,lote n. 10 manzana b planes de minerva vi,['24833588'],idalia del rosario lopez sandoval de paiz,karla mercedes pineda chavez,0,3,2,ABIERTA,1,5,1,GUATEMALA OCCIDENTE
6952,01-08-8889-46,01-608,6,111,colegio mixto el ateneo,23 calle 4-40 zona 1,['24844317'],edgar alberto simon chali,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6953,01-08-8891-46,01-410,6,111,colegio mixto el ateneo(por madurez),23 calle 4-40 zona 1,['24844317'],cedwin eugenio cruz bucaro,jorge granados guzman,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6954,01-08-8945-46,01-609,6,111,colegio de estudios avanzados guatemalteco,3a. calle 6-08 boulevard sur panorama san cristobal zona 8,['55190093'],silvia hortensia gonzalez martinez,ana ruth escobar sanchez,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6955,01-08-8946-46,01-609,6,111,colegio de estudios avanzados guatemalteco,3a. calle 6-08 boulevard sur panorama san cristobal zona 8,['55190093'],silvia hortensia gonzalez martinez,ana ruth escobar sanchez,0,3,2,ABIERTA,1,5,1,GUATEMALA OCCIDENTE
6956,01-08-8979-46,01-409,6,111,liceo mixto nocturno tecnico mercantil (por madurez),calzada san juan 10-52 colonia monte real zona 4,,idalia del rosario lopez sandoval de paiz,,0,3,2,CERRADA TEMPORALMENTE,1,3,1,GUATEMALA OCCIDENTE
6957,01-08-9023-46,01-412,6,111,centro educativo privado licda. yolanda de salazar,"sector 3 lote 95 b, colonia carolingia zona 6",['24317238'],juan alberto castaaeda juarez,,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6958,01-08-9150-46,01-604,6,111,escuela normal central de educacion fisica,8a. calle 28-41 zona 4 el naranjo,['24360853'],emora emperatriz cruz de fuentes,miguel angel vielman martanez,0,2,2,CERRADA TEMPORALMENTE,1,0,1,GUATEMALA OCCIDENTE
6959,01-08-9151-46,01-401,6,111,colegio cristiano jesus de nazareth,3a. calle 5-37 zona 3 colonia nueva monserrat,['24310466'],ixmucane aldana villavicencio,enma deonicia culajay cotol,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6960,01-08-9289-46,01-619,6,111,"colegio jesus rey de gloria, s.a.",36 avenida 4-18 bosques de san nicolas zona 4,['24073633'],juan waldemar cabrera mendez,vilma isabel orozco lapez,0,3,2,CERRADA TEMPORALMENTE,1,0,1,GUATEMALA OCCIDENTE
6961,01-08-9300-46,01-606,6,111,centro escolar mixto aivpem,16 avenida final zona 11 aldea lo de fuentes,['24834581'],ronald mauricio morales vivar,irma yolanda corado de hernandez,0,3,2,CERRADA TEMPORALMENTE,1,5,1,GUATEMALA OCCIDENTE
6962,01-08-9304-46,01-604,6,111,liceo cristiano guatemalteco nuevo amanecer,4a. calle 3-19 colonia monte verde zona 4,['24342542'],emora emperatriz cruz de fuentes,edwin arnulfo colindres de la cruz,0,3,2,ABIERTA,1,5,1,GUATEMALA OCCIDENTE
6963,01-08-9327-46,01-604,6,111,liceo canadiense roosevelt,9a. avenida 0-55/0-92 colonia alvarado zona 2,"['24328801', '24329098']",emora emperatriz cruz de fuentes,sara maribel chinchilla gaitan,0,3,2,TEMPORAL TITULOS,1,2,1,GUATEMALA OCCIDENTE
6964,01-08-9330-46,01-406,6,111,liceo canadiense roosevelt,9a. avenida 0-55/0-92 colonia alvarado zona 2,"['24328801', '24329098']",miguel alvaro rodriguez portillo,sara maribel chinchila gaitan,0,3,2,TEMPORAL TITULOS,1,0,3,GUATEMALA OCCIDENTE
6965,01-08-9340-46,01-609,6,111,liceo monterroso,8a. calle 8-97 sector a-10 colonia santa barbara san cristobal zona 8,['22116157'],silvia hortensia gonzalez martinez,vinda noema monterroso davila,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6966,01-08-9351-46,01-608,6,111,colegio centro rossel educativo,"10 avenida 9-55 zona 3, nueva monserrat",['24325593'],edgar alberto simon chali,irma floridalma cuellar oliva,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6967,01-08-9356-46,01-604,6,111,colegio de seaoritas el sagrado corazon el naranjo,"boulevard gran via norte 3-400, el naranjo, zona 4",['24185656'],emora emperatriz cruz de fuentes,francesca pierri gonzalez,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6968,01-08-9371-46,01-621,6,111,liceo mixto en computacion montelimar no.2,4a. calle 3-02 zona 1 mixco,['54555094'],marta luz beteta ortiz de jordan,scecia esther sigaensa corado,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6969,01-08-9376-46,01-603,6,111,liceo mixto en computacian montelimar no.2,4a. calle 3-02 zona 1 mixco,['54555094'],rosa albelia ardon de motta,scecia esther sigaensa corado,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6970,01-08-9383-46,01-601,6,111,colegio mixto san juan diego,13 avenida 15-31 zona 7 colonia san ignacio a,['24345902'],claudio daniel yac orozco,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,GUATEMALA OCCIDENTE
6971,01-08-9398-46,01-606,6,111,instituto tecnologico vocacional minerva,boulevar minerva 14-18 colinas de minerva zona 11,,ronald mauricio morales vivar,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6972,01-08-9509-46,01-615,6,111,centro educativo tecnico tenerife,lote 12 manzana d sector 1 colonia villaflor zona 6,['52203296'],liliana marina flores jimenez,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,GUATEMALA OCCIDENTE
6973,01-08-9510-46,01-615,6,111,centro educativo tecnico tenerife,lote 12 manzana d sector 1 colonia villaflor zona 6,['52203296'],liliana marina flores jimenez,,0,3,2,CERRADA TEMPORALMENTE,1,0,1,GUATEMALA OCCIDENTE
6974,01-08-9559-46,01-603,6,111,colegio cristiano elim,3era. avenida 11-42 colonia el rosario zona 3,['24370113'],rosa albelia ardon de motta,maria del carmen gonzalez alvarez,0,3,2,ABIERTA,1,0,1,GUATEMALA OCCIDENTE
6975,01-08-9565-46,01-603,6,111,colegio de estudios avanzados guatemalteco,3a. calle 6-08 boulevard sur panorama san cristobal zona 8,['24796162'],rosa albelia ardon de motta,ana ruth escobar sanchez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6976,01-08-9667-46,01-603,6,111,colegio proyecto educativo futurista,"4a. avenida 1-86 colonia belen, zona 7","['24314989', '24310955']",rosa albelia ardon de motta,felix rodolfo herrera corzo,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6977,01-08-9668-46,01-603,6,111,colegio proyecto educativo futurista,"4a. avenida 1-86 colonia belen, zona 7","['24314989', '24310955']",rosa albelia ardon de motta,felix rodolfo herrera corzo,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6978,01-08-9672-46,01-603,6,111,colegio mixto bilingue brooklyn,boulevard principal de ciudad san cristobal zona 8 lote 15 manzana a sector a-1,['24784275'],rosa albelia ardon de motta,gryselda ramirez barrientos,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6979,01-08-9690-46,01-603,6,111,colegio cristiano elim,3a. avenida 11-42 colonia el rosario zona 3,['24370113'],rosa albelia ardon de motta,maria del carmen gonzalez alvarez,0,3,2,ABIERTA,1,0,3,GUATEMALA OCCIDENTE
6980,01-08-9770-46,01-621,6,111,centro educativo real espaaa,8a. avenida 0 calle d 0-41 zona 1,['24386539'],marta luz beteta ortiz de jordan,antonieta velasquez aguilar,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6981,01-08-9786-46,01-401,6,111,centro educacional interactivo guatemalteco,"12 calle 9-30 zona 7, paraiso i",['24356141'],ixmucane aldana villavicencio,fredy lapez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,GUATEMALA OCCIDENTE
6982,01-08-9809-46,01-401,6,111,liceo hispano guatemalteco,"9a. calle 7-34, colonia nueva monserrat, zona 3",['24333690'],ixmucane aldana villavicencio,luz oralia herrera galindo,0,3,2,ABIERTA,1,2,1,GUATEMALA OCCIDENTE
6983,01-08-9817-46,01-603,6,111,centro tecnico vocacional william cornelius,9a. calle 14-55 colonia lomas de cotio zona 3,['24315158'],rosa albelia ardon de motta,dora gladys tartola quilo,0,3,2,CERRADA TEMPORALMENTE,1,0,1,GUATEMALA OCCIDENTE
